id,order_id,product_id,quantity,unit_price
1149,371,4,3,16.78
1150,333,3,5,114.41
1151,651,20,3,8.24
1152,341,4,1,17.89
1153,2,12,2,32.59
1154,690,40,5,27.8
1155,571,36,2,36.52
1156,253,48,5,13.87
1157,195,3,1,113.19
1158,216,21,3,96.17
1159,208,5,4,87.58
1160,783,5,3,82.57
1161,159,8,3,5.55
1162,318,27,5,40.7
1163,286,14,5,58.1
1164,1,37,5,100.19
1165,394,31,5,72.88
1166,157,46,3,70.85
1167,700,21,3,90.72
1168,439,40,3,29.39
1169,131,40,5,27.47
1170,103,47,4,12.56
1171,439,12,5,30.33
1172,38,19,2,276.91
1173,703,2,4,18.53
1174,688,8,2,5.98
1175,197,27,4,39.56
1176,192,23,5,32.93
1177,591,14,1,64.01
1178,262,45,3,12.59
1179,645,5,3,80.28
1180,772,36,3,35.43
1181,753,8,3,5.56
1182,635,47,5,12.81
1183,533,2,2,17.26
1184,359,22,4,209.79
1185,26,3,2,108.14
1186,289,41,4,1054.28
1187,717,35,3,144.92
1188,290,27,1,45.03
1189,167,20,5,8.0
1190,156,21,5,90.87
1191,308,14,5,64.47
1192,517,23,1,33.77
1193,582,18,1,111.72
1194,792,25,5,1403.97
1195,570,37,5,91.19
1196,194,39,1,76.66
1197,770,49,3,928.78
1198,517,21,1,87.0
1199,686,6,4,202.44
1200,2,24,4,9.22
1201,693,20,2,7.75
1202,164,12,1,31.06
1203,794,3,2,115.74
1204,717,29,5,87.47
1205,26,31,5,64.27
1206,746,22,4,203.93
1207,326,34,3,188.46
1208,286,10,1,19.96
1209,41,34,2,171.78
1210,168,3,4,106.49
1211,547,34,1,165.9
1212,508,3,5,115.01
1213,275,22,4,208.93
1214,354,7,5,78.0
1215,553,48,3,13.09
1216,173,49,3,919.1
1217,704,14,3,59.55
1218,212,19,3,302.83
1219,218,50,4,78.42
1220,127,18,2,108.34
1221,309,8,1,6.13
1222,563,36,5,31.77
1223,349,35,3,146.97
1224,659,18,2,122.95
1225,386,19,5,288.79
1226,70,5,3,84.49
1227,323,22,5,194.73
1228,85,9,1,609.25
1229,618,44,1,19.96
1230,268,4,1,17.92
1231,774,12,5,33.72
1232,704,41,4,1009.95
1233,731,20,3,8.11
1234,71,46,5,66.8
1235,643,49,4,908.74
1236,158,6,4,178.31
1237,588,20,4,7.68
1238,756,15,2,58.98
1239,117,40,3,29.32
1240,78,26,2,73.79
1241,66,43,3,95.75
1242,419,21,4,90.16
1243,286,5,4,77.76
1244,339,31,4,71.91
1245,219,19,3,306.36
1246,754,9,5,572.74
1247,116,46,1,69.67
1248,219,42,1,22.75
1249,417,35,4,143.46
1250,621,27,2,43.54
1251,742,36,2,36.57
1252,480,25,1,1295.76
1253,140,45,5,12.97
1254,474,28,5,12.61
1255,310,35,2,138.08
1256,648,43,1,95.01
1257,662,46,5,75.61
1258,225,8,5,5.8
1259,581,21,5,84.45
1260,496,29,2,91.83
1261,63,26,1,72.61
1262,118,44,5,22.26
1263,60,25,3,1328.88
1264,363,43,1,85.39
1265,356,9,5,652.19
1266,314,41,1,1032.58
1267,107,43,2,90.77
1268,356,19,4,306.9
1269,405,29,2,90.25
1270,525,21,3,91.37
1271,300,44,3,22.77
1272,211,28,3,13.01
1273,349,38,1,178.33
1274,400,33,4,808.62
1275,720,19,1,294.87
1276,716,36,1,31.21
1277,398,36,3,31.81
1278,449,19,1,288.32
1279,411,45,5,12.89
1280,112,21,4,88.97
1281,530,28,5,11.49
1282,157,12,4,29.85
1283,345,36,4,35.85
1284,683,24,4,8.26
1285,241,43,2,86.04
1286,714,5,1,78.17
1287,636,32,4,36.89
1288,501,9,1,576.14
1289,329,27,4,45.43
1290,220,45,5,14.03
1291,685,40,2,27.28
1292,637,28,5,12.68
1293,74,25,3,1270.96
1294,447,28,5,11.09
1295,217,32,2,35.43
1296,651,18,4,122.64
1297,181,37,3,85.83
1298,142,3,5,108.17
1299,225,24,1,8.86
1300,46,45,1,12.36
1301,352,47,5,13.56
1302,544,49,3,893.75
1303,43,6,5,202.83
1304,559,6,2,189.92
1305,216,48,1,14.61
1306,409,35,5,141.37
1307,748,4,3,18.24
1308,719,1,4,897.14
1309,123,31,5,70.67
1310,285,27,3,45.9
1311,41,19,3,285.01
1312,642,45,5,13.65
1313,160,47,5,12.08
1314,198,41,4,1003.82
1315,39,37,1,95.21
1316,624,19,5,278.16
1317,87,32,1,32.18
1318,792,5,3,79.63
1319,148,40,3,26.48
1320,726,17,1,355.3
1321,736,39,2,77.2
1322,676,48,2,14.56
1323,687,24,2,8.41
1324,421,45,2,13.08
1325,577,34,1,175.81
1326,265,6,2,193.73
1327,446,10,4,19.75
1328,52,27,4,40.89
1329,71,29,2,90.33
1330,360,47,3,11.66
1331,246,17,1,317.11
1332,786,30,4,170.54
1333,593,31,5,65.15
1334,524,44,4,21.23
1335,282,10,5,20.11
1336,433,1,3,966.5
1337,245,29,4,97.52
1338,419,34,1,168.62
1339,16,35,3,156.59
1340,113,28,5,12.87
1341,590,18,3,110.44
1342,105,7,3,76.65
1343,452,26,4,74.64
1344,94,48,2,14.73
1345,632,38,2,175.73
1346,485,44,2,20.68
1347,383,1,1,952.5
1348,136,1,4,844.91
1349,581,7,4,72.98
1350,228,47,3,12.06
1351,110,3,1,110.57
1352,74,4,5,18.6
1353,234,14,5,63.99
1354,231,46,1,66.89
1355,442,39,2,70.93
1356,568,49,5,943.05
1357,390,12,1,32.72
1358,193,17,3,340.08
1359,218,5,4,88.65
1360,204,18,4,118.28
1361,567,43,3,87.86
1362,354,50,1,73.55
1363,702,4,4,17.81
1364,558,4,3,19.48
1365,168,17,2,338.62
1366,102,32,2,34.87
1367,269,12,4,29.7
1368,27,35,4,139.15
1369,319,42,1,23.17
1370,320,46,3,67.08
1371,174,5,1,83.92
1372,449,17,4,315.23
1373,544,32,2,35.1
1374,47,1,1,928.01
1375,639,18,2,118.43
1376,758,26,5,65.72
1377,323,46,4,71.44
1378,699,26,1,71.94
1379,125,1,4,970.45
1380,388,50,4,71.62
1381,771,35,3,141.87
1382,798,20,4,7.16
1383,137,42,1,21.24
1384,170,22,1,207.4
1385,63,49,3,920.4
1386,80,12,5,29.34
1387,291,25,2,1286.73
1388,619,25,1,1358.29
1389,239,23,4,29.26
1390,119,41,4,1029.08
1391,248,9,1,581.69
1392,677,47,5,12.04
1393,372,25,1,1393.26
1394,13,42,3,21.72
1395,719,29,1,87.66
1396,696,4,3,18.99
1397,607,3,4,101.75
1398,532,42,5,21.57
1399,370,44,5,20.11
1400,567,38,2,187.23
1401,513,3,2,108.27
1402,268,2,4,19.36
1403,209,40,1,26.34
1404,54,42,2,20.01
1405,714,41,1,1056.3
1406,164,7,4,76.13
1407,736,38,1,184.19
1408,650,7,1,74.74
1409,10,40,2,25.53
1410,304,13,4,7.25
1411,390,48,4,13.79
1412,464,44,5,21.48
1413,584,21,2,94.22
1414,571,38,2,170.49
1415,439,8,3,5.38
1416,28,27,2,44.07
1417,204,36,2,33.62
1418,718,38,1,164.75
1419,770,41,5,971.35
1420,460,11,1,93.55
1421,520,6,1,175.53
1422,340,6,5,202.74
1423,771,27,4,44.04
1424,436,14,2,64.0
1425,553,34,4,177.83
1426,674,12,5,32.69
1427,213,39,2,74.93
1428,721,40,1,28.05
1429,640,20,3,7.61
1430,684,36,2,32.26
1431,278,34,1,183.88
1432,424,49,5,899.96
1433,592,30,2,164.99
1434,736,13,1,7.8
1435,725,44,4,21.31
1436,465,11,1,81.75
1437,131,24,3,8.34
1438,704,17,3,348.39
1439,676,49,4,832.29
1440,689,48,1,15.17
1441,60,12,2,33.18
1442,324,32,5,32.12
1443,123,16,4,26.44
1444,434,21,4,85.93
1445,638,44,3,20.39
1446,764,8,3,5.46
1447,198,16,4,27.61
1448,380,25,2,1238.13
1449,165,38,4,162.51
1450,175,28,2,11.5
1451,187,40,4,26.05
1452,138,24,2,8.69
1453,274,13,3,8.02
1454,631,13,3,7.0
1455,313,45,5,12.18
1456,767,9,1,647.06
1457,739,30,4,162.07
1458,395,22,2,208.84
1459,507,39,2,75.78
1460,297,41,5,1056.45
1461,641,37,5,98.2
1462,195,6,4,201.82
1463,353,32,2,34.76
1464,33,30,3,157.72
1465,147,28,2,11.56
1466,695,28,5,11.51
1467,95,38,2,186.92
1468,468,1,4,974.27
1469,512,3,4,112.57
1470,465,33,1,756.24
1471,441,26,4,75.06
1472,219,45,1,13.02
1473,337,16,1,26.3
1474,603,1,4,969.83
1475,235,9,3,591.88
1476,96,42,1,20.01
1477,659,43,3,86.45
1478,651,30,5,178.06
1479,567,2,4,18.05
1480,748,9,4,580.88
1481,230,24,4,9.04
1482,604,1,1,887.01
1483,675,45,3,13.18
1484,721,19,4,313.61
1485,319,45,5,13.21
1486,666,14,1,63.81
1487,461,22,1,197.0
1488,772,44,3,22.66
1489,661,8,4,5.58
1490,363,40,1,26.88
1491,559,12,5,32.76
1492,564,36,2,31.97
1493,178,22,2,197.79
1494,135,42,4,22.56
1495,304,49,5,952.96
1496,735,45,2,13.66
1497,118,49,2,872.69
1498,166,18,5,118.06
1499,151,18,1,106.59
1500,187,23,4,31.31
1501,714,34,1,179.53
1502,332,35,5,155.25
1503,500,29,5,92.75
1504,179,44,1,20.24
1505,792,30,1,159.54
1506,617,12,3,34.07
1507,4,5,1,78.45
1508,404,8,2,5.7
1509,64,14,5,67.17
1510,719,2,3,17.91
1511,439,44,5,22.81
1512,618,31,3,67.21
1513,73,48,1,13.71
1514,595,5,1,87.97
1515,774,15,5,57.03
1516,89,27,5,41.62
1517,46,42,3,21.67
1518,717,43,5,96.54
1519,434,29,4,91.76
1520,406,9,3,579.57
1521,224,17,2,341.04
1522,358,19,1,284.07
1523,347,19,4,323.54
1524,742,40,2,28.43
1525,217,19,2,324.37
1526,115,46,2,67.76
1527,131,8,1,6.16
1528,711,37,2,91.96
1529,342,24,2,8.33
1530,102,46,1,73.62
1531,301,23,2,30.73
1532,344,35,2,146.6
1533,260,8,1,5.62
1534,108,32,2,36.74
1535,544,21,2,83.08
1536,357,48,5,15.28
1537,33,22,3,195.69
1538,664,19,5,309.41
1539,470,37,4,90.42
1540,488,8,4,6.08
1541,734,9,5,574.12
1542,31,2,4,18.5
1543,631,15,4,54.43
1544,53,21,1,91.93
1545,611,13,5,7.48
1546,226,50,3,72.54
1547,358,6,5,201.58
1548,480,44,1,22.97
1549,20,26,2,71.36
1550,267,39,5,72.52
1551,689,4,3,17.84
1552,568,46,4,70.18
1553,413,24,1,8.44
1554,162,23,3,33.81
1555,303,36,1,32.39
1556,572,29,4,99.44
1557,478,19,2,316.19
1558,443,28,4,11.35
1559,469,38,5,163.41
1560,425,14,3,62.33
1561,400,34,3,167.71
1562,117,38,4,163.48
1563,421,27,3,42.12
1564,322,36,4,35.11
1565,258,49,2,855.02
1566,499,25,3,1341.73
1567,684,3,3,114.35
1568,104,20,4,7.79
1569,44,30,2,158.06
1570,557,1,2,869.1
1571,755,41,4,930.85
1572,255,43,3,90.24
1573,435,32,2,31.63
1574,322,49,3,897.85
1575,188,5,5,86.27
1576,385,38,4,177.03
1577,251,17,4,368.21
1578,389,8,3,5.72
1579,331,37,1,98.05
1580,433,11,5,81.82
1581,125,21,4,95.89
1582,119,9,3,578.73
1583,40,18,3,113.21
1584,454,23,1,30.31
1585,753,34,1,180.81
1586,88,50,2,79.58
1587,204,39,2,72.89
1588,743,21,3,87.0
1589,484,45,3,12.26
1590,795,38,3,184.35
1591,654,1,2,906.55
1592,445,24,4,8.63
1593,759,11,1,84.09
1594,88,33,2,806.62
1595,68,36,5,35.0
1596,573,34,5,186.62
1597,338,45,1,12.94
1598,4,5,1,87.25
1599,583,2,4,17.71
1600,203,45,3,12.35
1601,410,29,5,95.13
1602,613,22,2,203.21
1603,305,2,1,17.34
1604,325,45,2,13.52
1605,328,20,2,7.35
1606,128,6,4,196.68
1607,128,8,1,5.26
1608,550,31,4,63.04
1609,485,7,1,78.33
1610,554,33,5,710.76
1611,737,8,3,5.28
1612,760,20,1,8.03
1613,272,8,5,5.43
1614,796,13,2,7.65
1615,278,2,1,17.11
1616,746,48,3,15.22
1617,490,23,3,29.65
1618,200,33,5,733.42
1619,238,37,1,86.82
1620,372,38,1,175.99
1621,624,46,2,77.09
1622,77,11,5,81.04
1623,93,47,1,13.44
1624,287,33,4,748.89
1625,239,38,2,173.45
1626,778,7,2,78.84
1627,25,25,4,1268.48
1628,314,15,4,52.22
1629,635,21,1,89.85
1630,157,34,2,180.28
1631,768,24,3,8.83
1632,130,3,1,105.44
1633,94,8,4,5.51
1634,454,39,3,74.58
1635,650,29,2,95.6
1636,672,19,4,286.05
1637,223,5,4,88.87
1638,453,24,2,8.06
1639,52,44,4,21.92
1640,697,26,4,71.74
1641,240,44,1,20.0
1642,339,26,4,73.74
1643,222,7,2,69.5
1644,761,13,3,7.08
1645,26,26,1,68.38
1646,482,28,4,11.62
1647,688,46,5,72.79
1648,537,49,4,877.88
1649,687,43,5,98.14
1650,418,32,5,33.02
1651,202,50,4,71.45
1652,755,17,4,341.77
1653,253,41,2,915.66
1654,254,48,1,14.95
1655,63,32,1,36.87
1656,542,25,5,1368.77
1657,711,10,3,19.35
1658,755,7,1,76.73
1659,32,34,4,188.97
1660,277,13,3,7.64
1661,371,32,5,32.93
1662,749,22,5,198.01
1663,678,49,1,970.39
1664,90,8,4,5.66
1665,255,25,4,1321.41
1666,476,3,2,109.46
1667,680,50,3,81.06
1668,463,11,4,87.13
1669,713,20,4,7.7
1670,289,8,5,5.87
1671,155,43,5,94.21
1672,611,37,4,92.49
1673,236,11,5,81.78
1674,767,17,4,346.97
1675,795,25,5,1368.18
1676,357,50,3,74.08
1677,667,2,5,16.82
1678,694,24,3,9.19
1679,183,38,1,182.7
1680,527,41,3,972.06
1681,337,28,3,13.01
1682,559,27,3,39.64
1683,170,16,2,24.93
1684,233,20,5,7.2
1685,750,45,1,13.9
1686,197,8,3,5.4
1687,54,35,3,134.87
1688,271,43,4,92.47
1689,412,27,3,39.39
1690,360,31,5,62.81
1691,482,21,4,91.38
1692,220,21,5,84.45
1693,670,32,1,35.31
1694,708,14,3,62.55
1695,185,49,3,850.27
1696,270,20,3,8.3
1697,487,13,4,7.61
1698,748,5,5,79.12
1699,536,17,1,330.68
1700,69,37,4,97.44
1701,277,40,1,28.45
1702,800,38,1,177.78
1703,633,18,1,115.94
1704,81,34,4,178.27
1705,205,23,1,32.15
1706,131,20,5,8.09
1707,199,28,5,11.69
1708,43,27,4,40.98
1709,281,33,4,786.76
1710,413,36,2,36.05
1711,272,41,5,1049.56
1712,696,37,4,88.53
1713,476,48,4,13.66
1714,590,41,5,1040.92
1715,308,50,4,81.68
1716,514,47,1,12.62
1717,438,24,4,8.25
1718,390,10,3,20.03
1719,243,27,3,45.2
1720,449,5,2,87.62
1721,722,18,3,117.43
1722,118,17,5,327.29
1723,620,16,1,24.57
1724,472,2,2,19.03
1725,564,20,4,7.7
1726,73,28,4,12.34
1727,587,3,2,102.47
1728,252,9,1,588.17
1729,498,18,5,108.68
1730,393,3,4,113.43
1731,279,4,1,17.59
1732,101,20,1,8.22
1733,724,27,3,43.9
1734,389,6,4,204.48
1735,767,47,2,12.03
1736,199,37,5,99.37
1737,17,34,5,193.56
1738,563,34,3,180.3
1739,693,6,2,193.86
1740,183,50,3,74.19
1741,477,38,4,183.85
1742,45,48,2,15.19
1743,605,14,2,58.6
1744,528,14,3,61.97
1745,606,17,5,317.29
1746,593,35,3,150.53
1747,736,8,3,5.75
1748,641,31,2,73.2
1749,782,10,3,18.9
1750,486,24,3,8.07
1751,219,39,1,76.39
1752,641,43,1,94.29
1753,459,43,2,87.8
1754,788,25,3,1360.08
1755,408,45,3,13.97
1756,619,44,1,21.44
1757,11,16,4,25.58
1758,625,26,3,69.17
1759,513,49,2,869.33
1760,294,11,4,90.0
1761,722,50,4,79.88
1762,184,18,1,120.72
1763,613,32,4,35.57
1764,75,22,4,208.53
1765,708,7,2,77.18
1766,705,33,1,747.08
1767,152,39,5,75.17
1768,324,30,1,178.47
1769,668,42,2,22.18
1770,738,42,2,19.97
1771,414,13,3,7.22
1772,164,6,1,180.19
1773,593,34,2,190.55
1774,20,44,4,22.33
1775,261,21,4,90.03
1776,523,48,2,13.64
1777,371,44,5,22.45
1778,521,19,2,280.95
1779,423,24,2,8.6
1780,522,25,5,1270.69
1781,476,2,5,18.59
1782,294,41,2,1056.66
1783,272,30,2,164.59
1784,779,11,1,86.71
1785,494,28,5,11.58
1786,197,6,3,180.57
1787,565,37,1,85.54
1788,784,34,4,188.4
1789,440,30,4,160.61
1790,704,46,2,68.1
1791,162,18,3,119.29
1792,359,25,2,1315.3
1793,349,14,5,59.7
1794,369,19,2,297.26
1795,637,27,2,39.44
1796,303,17,2,348.44
1797,599,16,3,26.4
1798,221,42,4,20.26
1799,442,31,2,72.19
1800,501,45,4,13.51
1801,299,46,4,74.12
1802,374,48,5,13.63
1803,768,7,5,69.43
1804,735,22,2,195.6
1805,601,23,5,33.61
1806,115,39,1,66.58
1807,578,33,5,750.69
1808,665,26,3,67.21
1809,95,36,1,34.4
1810,91,17,2,342.12
1811,614,22,4,184.8
1812,453,21,5,89.36
1813,341,17,1,331.56
1814,333,9,4,649.05
1815,34,18,3,122.64
1816,496,19,3,306.77
1817,318,49,3,901.33
1818,799,28,2,11.69
1819,766,32,2,34.56
1820,202,43,4,84.84
1821,274,10,1,18.14
1822,186,3,4,104.25
1823,724,46,4,70.96
1824,466,32,1,33.93
1825,589,46,5,71.52
1826,681,32,1,36.17
1827,699,10,1,18.51
1828,481,14,3,59.34
1829,141,11,5,92.73
1830,653,37,5,88.52
1831,74,1,5,943.0
1832,144,12,4,33.87
1833,757,16,4,26.8
1834,553,22,1,189.65
1835,430,44,1,20.96
1836,13,38,1,184.74
1837,436,10,1,17.68
1838,152,46,4,71.16
1839,649,18,5,117.65
1840,779,22,1,201.5
1841,747,29,3,101.65
1842,485,47,5,11.82
1843,681,4,3,17.62
1844,729,4,1,18.28
1845,673,39,4,67.6
1846,662,17,2,327.51
1847,165,50,4,71.22
1848,676,14,2,61.45
1849,605,26,3,73.18
1850,671,42,2,20.38
1851,708,32,4,35.56
1852,694,20,5,7.25
1853,543,43,1,96.39
1854,389,33,2,764.18
1855,542,25,4,1280.18
1856,154,39,4,67.57
1857,317,28,3,12.28
1858,522,28,4,11.26
1859,190,33,3,824.21
1860,433,44,2,21.83
1861,296,46,2,76.7
1862,256,34,5,168.23
1863,32,30,4,159.52
1864,591,31,3,64.21
1865,758,9,3,646.06
1866,585,34,4,174.42
1867,205,4,5,16.89
1868,389,3,5,101.56
1869,570,28,4,11.26
1870,604,43,5,96.1
1871,206,23,3,31.81
1872,781,50,5,70.32
1873,680,48,4,13.45
1874,103,12,4,29.37
1875,272,27,3,41.42
1876,259,47,4,13.1
1877,76,29,5,99.51
1878,81,22,2,187.32
1879,312,6,5,183.33
1880,72,44,1,21.09
1881,279,2,1,17.85
1882,21,1,2,926.72
1883,621,30,4,181.44
1884,791,48,5,14.71
1885,781,20,5,8.11
1886,105,40,3,28.33
1887,271,45,4,13.76
1888,668,6,2,179.48
1889,699,13,1,7.83
1890,237,45,2,13.88
1891,652,14,4,64.09
1892,90,42,2,21.49
1893,285,41,5,941.57
1894,139,20,4,7.27
1895,709,28,1,11.3
1896,479,10,4,20.4
1897,785,31,1,72.06
1898,692,38,2,166.68
1899,490,37,4,86.09
1900,174,1,1,923.0
1901,387,46,4,77.27
1902,549,32,5,34.79
1903,660,36,3,31.41
1904,763,26,4,71.63
1905,773,47,5,13.46
1906,474,32,2,35.44
1907,500,34,1,178.12
1908,411,21,5,83.95
1909,681,42,4,23.09
1910,707,8,4,5.82
1911,655,42,3,21.54
1912,255,28,1,11.39
1913,324,47,2,12.51
1914,305,29,2,94.89
1915,258,38,3,187.15
1916,1,46,4,67.41
1917,40,19,4,323.72
1918,324,44,3,22.34
1919,770,11,5,83.94
1920,389,45,1,13.47
1921,612,9,2,582.32
1922,573,39,4,67.7
1923,580,27,4,41.35
1924,6,14,5,57.99
1925,431,2,3,19.28
1926,548,23,2,29.72
1927,320,33,1,803.55
1928,666,22,4,184.22
1929,610,15,1,56.28
1930,697,32,3,36.99
1931,100,23,1,32.75
1932,96,36,3,36.14
1933,42,45,5,13.34
1934,578,7,1,79.95
1935,566,29,4,101.89
1936,143,49,1,968.05
1937,465,40,5,28.74
1938,280,7,5,69.22
1939,184,7,2,76.35
1940,157,14,3,59.1
1941,409,19,4,314.05
1942,542,32,1,32.33
1943,238,24,3,9.2
1944,391,8,2,5.65
1945,786,27,1,40.94
1946,297,31,3,65.73
1947,508,11,1,84.78
1948,270,46,4,70.08
1949,500,43,2,86.3
1950,118,49,5,887.45
1951,109,15,2,58.45
1952,250,27,4,45.46
1953,368,34,3,193.38
1954,560,29,2,98.93
1955,151,46,5,76.85
1956,666,6,3,185.04
1957,598,50,2,75.49
1958,769,26,1,73.33
1959,62,42,2,23.14
1960,371,4,5,19.53
1961,316,27,4,45.38
1962,331,45,5,13.91
1963,313,47,3,13.4
1964,241,1,3,962.54
1965,235,40,2,28.37
1966,506,29,2,100.73
1967,233,40,5,28.16
1968,217,45,3,13.94
1969,364,42,4,22.69
1970,461,20,1,7.14
1971,191,22,4,203.7
1972,7,48,2,14.24
1973,61,35,3,139.04
1974,29,33,5,742.16
1975,493,22,2,181.34
1976,637,35,5,140.1
1977,325,50,3,79.11
1978,425,33,1,794.26
1979,491,24,3,8.93
1980,378,23,1,29.07
1981,352,42,1,21.54
1982,367,37,1,92.15
1983,60,16,5,26.33
1984,249,41,5,1046.63
1985,520,15,3,53.91
1986,87,43,5,94.02
1987,726,46,4,71.93
1988,747,16,1,25.32
1989,590,38,2,184.34
1990,678,24,4,8.18
1991,269,46,4,75.52
1992,243,6,1,177.23
1993,547,9,4,583.84
1994,417,5,3,85.34
1995,106,26,5,72.16
1996,552,50,4,80.91
1997,571,38,4,179.04
1998,379,29,4,98.34
1999,546,27,2,40.24
2000,489,9,4,633.12
